0.003333333,0.673,-0.4122,29.1006
0.22,0.72,-0.5382,5.9386
0.536666667,0.046,0.2118,-19.2944
0.87,-0.347,0.8048,-1.9324
1.186666667,-1.092,-0.0662,-13.8124
1.553333333,92.04,42.6018,-66.9634
1.653333333,93.495,36.4478,7.6586
1.72,94.282,35.2318,-24.2554
1.786666667,93.108,34.9398,-42.7454
1.97,93.848,31.8108,-5.5584
2.02,93.573,32.3398,-42.1344
2.153333333,94.466,31.4878,-46.7144
2.47,93.398,29.3068,-115.9204
2.486666667,93.276,29.3018,-78.6574
2.57,93.998,29.9428,-17.8624
2.636666667,92.968,30.5778,-55.4174
2.803333333,93.743,29.8908,-93.4444
3.036666667,92.792,30.5648,-1.1944
3.353333333,93.208,28.6718,-3.7764
3.403333333,91.908,27.8838,-14.3154
3.503333333,93.55,28.0568,-23.9704
3.536666667,92.902,28.2978,-79.4974
3.636666667,93.012,30.3728,-51.7024
3.886666667,91.408,29.0778,-86.3304
4.203333333,93.138,27.6208,-4.5004
4.603333333,106.066,33.9378,-79.9784
4.686666667,107.334,30.6078,-15.0724
4.77,107.202,29.3928,-79.0084
