1.18657,+AC0-0.098500000000001,0.0381,+AC0-0.2375,2.3982,13.5158,+AC0-65.7139,104.8733,+AC0-22.57,208.19,116.2
1.08509,+AC0-0.0983,0.0243,+AC0-0.2477,1.8963,8.2986,+AC0-44.9918,104.3151,16.64,37.57,117.1
1.15016,+AC0-0.0777,0.0271,+AC0-0.2539,1.9177,9.3043,43.8369,105.278,85.06,82.49,117.133333333333
1.07912,+AC0-0.0659,0.0228,+AC0-0.2255,1.563,8.4769,33.0204,103.7539,133.64,136.38,117.85
1.08705,+AC0-0.0929,0.0284,+AC0-0.2975,2.7805,6.9429,+AC0-46.6745,103.747,116.81,+AC0-38.05,118.166666666667
1.30488,+AC0-0.0735,0.005,+AC0-0.3061,2.3007,8.0583,7.5519,103.8088,97.7,+AC0-76.77,118.416666666667
1.0601,+AC0-0.0892,0.0234,+AC0-0.2611,1.6921,8.9767,+AC0-66.1906,103.127,1.88,+AC0-57.03,118.55
1.09017,+AC0-0.064500000000001,0.0481,+AC0-0.2215,1.3445,8.8688,14.3932,102.4205,6.81,201.89,118.616666666667
1.15346,+AC0-0.054600000000001,0.049,+AC0-0.2214,1.5853,9.2065,24.9114,103.2116,+AC0-7.73,5.63,118.683333333333
1.11694,+AC0-0.062900000000001,0.023,+AC0-0.2797,0.5537,10.3716,25.6085,104.6534,28.63,+AC0-395.87,118.8
1.33076,+AC0-0.060600000000001,0.0371,+AC0-0.2378,0.2823,10.9561,10.1025,104.4874,59.77,56.46,118.816666666667
0.97445,+AC0-0.056,0.0294,+AC0-0.2569,+AC0-1.9293,6.0046,20.0468,107.8248,18.5,30.52,120.366666666667
1.10929,+AC0-0.103800000000001,0.0208,+AC0-0.2975,0.2432,3.07,+AC0-72.4046,104.8344,+AC0-11.06,+AC0-138.76,121.6
1.11852,+AC0-0.078700000000001,0.0473,+AC0-0.2198,+AC0-0.6273,0.0381,18.9469,103.3459,78.22,+AC0-78.87,122.566666666667
1.332,+AC0-0.086,0.047,+AC0-0.2426,0.885,+AC0-2.144,+AC0-39.0722,105.0668,+AC0-45.65,+AC0-192.26,126.783333333333
1.11257,+AC0-0.0686,0.0319,+AC0-0.2631,0.9986,+AC0-1.9572,+AC0-10.2091,104.9213,26.87,123.31,127.966666666667
1.26613,+AC0-0.0636,0.0493,+AC0-0.2183,+AC0-0.179,+AC0-1.4643,15.0548,106.875,58.69,140.38,128.316666666667
1.17895,+AC0-0.063400000000001,0.0518,+AC0-0.2324,0.0657,0.0898,20.1098,106.7125,61.34,+AC0-78.3,129.683333333333
1.21054,+AC0-0.075,0.0166,+AC0-0.2812,0.3266,0.1999,+AC0-30.4107,106.826,110.16,+AC0-33.76,130.383333333333
1.08351,+AC0-0.074400000000001,0.0127,+AC0-0.2956,+AC0-0.7443,+AC0-0.6765,+AC0-21.8192,107.9722,+AC0-19.12,+AC0-2.86,131.083333333333
1.13063,+AC0-0.070500000000001,0.0171,+AC0-0.2751,+AC0-1.7375,1.9026,+AC0-25.0743,108.2542,26.39,271.13,131.75
1.14971,+AC0-0.071400000000001,0.0076,+AC0-0.2785,+AC0-1.2539,0.9244,6.0604,108.5143,68.16,102.81,132.4
1.08699,+AC0-0.077800000000001,0.0438,+AC0-0.2473,+AC0-1.709,+AC0-0.6014,+AC0-66.4873,108.4099,11.2,+AC0-140.29,133.083333333333
1.23947,+AC0-0.057,0.021,+AC0-0.2778,+AC0-1.503,0.5959,+AC0-46.5793,105.395,25.51,66.47,135.8
1.20226,+AC0-0.053000000000001,0.0236,+AC0-0.303,+AC0-1.3619,0.2282,+AC0-8.3872,106.0726,8.73,45.2,135.8
1.00537,+AC0-0.0608,0.0104,+AC0-0.2985,+AC0-2.8326,0.7755,+AC0-83.394,106.9878,+AC0-72.36,+AC0-63.04,136.483333333333
0.99071,+AC0-0.068800000000001,0.0043,+AC0-0.3366,+AC0-5.155,0.5395,+AC0-40.7998,107.902,+AC0-7.57,37.38,139.6
1.01721,+AC0-0.046300000000001,0.0039,+AC0-0.3777,+AC0-4.4489,1.334,+AC0-17.3059,106.5724,15.12,+AC0-125.69,140.966666666667
0.88596,+AC0-0.053900000000001,0.0422,+AC0-0.2761,+AC0-4.4436,0.598,+AC0-17.5059,103.2077,63.75,106.91,143.016666666667
1.2336,+AC0-0.065600000000001,0.0008,+AC0-0.3815,+AC0-4.0022,0.2522,+AC0-57.8956,103.5204,+AC0-33.64,33.19,143.683333333333
1.16881,+AC0-0.078900000000001,+AC0-0.0008,+AC0-0.3638,+AC0-6.1756,+AC0-0.5737,+AC0-89.9781,105.0876,21.15,+AC0-105,145.45
1.29064,+AC0-0.096100000000001,0.0239,+AC0-0.3626,+AC0-5.318,+AC0-0.1332,+AC0-97.2319,105.3846,+AC0-70.66,+AC0-35.76,145.783333333333
1.14486,+AC0-0.073300000000001,0.0262,+AC0-0.3441,+AC0-5.4016,+AC0-0.2625,+AC0-82.4619,104.5089,+AC0-58.91,+AC0-189.02,146.116666666667
1.25867,+AC0-0.0467,0.0467,+AC0-0.2879,+AC0-5.3485,+AC0-3.3583,51.3199,102.9842,150.72,360.87,147.5
1.10818,+AC0-0.071000000000001,0.022,+AC0-0.337,+AC0-6.0019,+AC0-3.1366,+AC0-33.8039,104.0859,3.65,236.51,149.55
1.16799,+AC0-0.0483,0.0369,+AC0-0.3278,+AC0-6.2204,+AC0-5.1441,28.898,103.5839,102.53,142.96,150.933333333333
1.2855,+AC0-0.0693,0.0073,+AC0-0.3995,+AC0-10.0641,+AC0-2.8584,+AC0-46.6904,104.7299,+AC0-68.96,+AC0-28.13,157.8
1.36137,+AC0-0.0884,0.0153,+AC0-0.3951,+AC0-10.0751,+AC0-1.8234,+AC0-102.4493,104.077,+AC0-61.84,+AC0-158.12,160.15
1.19168,+AC0-0.0792,0.034,+AC0-0.3868,+AC0-10.9836,+AC0-2.3237,+AC0-89.6603,104.9505,+AC0-7.71,+AC0-112.63,161.183333333333
1.13881,+AC0-0.0701,+AC0-0.0041,+AC0-0.4321,+AC0-9.1629,+AC0-2.1447,+AC0-46.8283,104.4914,+AC0-29.28,2.19,161.533333333333
0.93361,+AC0-0.073200000000001,0.0304,+AC0-0.3426,+AC0-11.6966,+AC0-3.1564,+AC0-64.0278,105.8037,+AC0-68.48,+AC0-117.78,162.9
1.15041,+AC0-0.057200000000001,0.023,+AC0-0.3699,+AC0-11.1344,+AC0-3.8097,+AC0-50.4706,104.4813,+AC0-8.2,30.61,163.583333333333
1.24852,+AC0-0.08,0.0276,+AC0-0.3816,+AC0-12.0639,+AC0-3.924,+AC0-41.2386,105.5528,4.75,300.6,166.616666666667
1.1493,+AC0-0.075600000000001,0.0274,+AC0-0.3615,+AC0-10.749,+AC0-4.204,+AC0-74.2638,102.3241,+AC0-78.75,184.44,167.616666666667
1.05151,+AC0-0.048100000000001,0.0033,+AC0-0.4101,+AC0-12.4856,+AC0-6.1293,+AC0-8.1124,104.4499,6.35,39.58,168.616666666667
1.04407,+AC0-0.061900000000001,0.0426,+AC0-0.3578,+AC0-11.8816,+AC0-5.2672,+AC0-40.0393,104.7121,+AC0-40.28,+AC0-202.37,168.95
1.09824,+AC0-0.0781,0.0008,+AC0-0.4277,+AC0-11.2581,+AC0-6.4525,+AC0-50.1636,104.4688,+AC0-73.2,+AC0-193.88,169.65
1.39656,+AC0-0.070300000000001,0.0334,+AC0-0.3685,+AC0-12.318,+AC0-5.8716,+AC0-79.1035,103.6611,+AC0-60.97,+AC0-307.56,170.35
1.15836,+AC0-0.0792,0.0163,+AC0-0.3745,+AC0-12.5308,+AC0-6.1822,+AC0-40.3053,104.8483,+AC0-40.32,170.52,170.35
1.18219,+AC0-0.060300000000001,0.0148,+AC0-0.4199,+AC0-11.9621,+AC0-5.9498,+AC0-13.629,104.6425,+AC0-30.53,26.7,171.033333333333
1.18411,+AC0-0.0647,0.0306,+AC0-0.3866,+AC0-12.0119,+AC0-6.5849,+AC0-14.8991,104.7195,65.54,+AC0-66.66,171.383333333333
1.06634,+AC0-0.0654,0.0251,+AC0-0.4094,+AC0-11.7258,+AC0-7.4439,+AC0-21.4398,104.2677,66.17,+AC0-333.6,172.083333333333
0.98168,+AC0-0.064,0.0139,+AC0-0.4146,+AC0-12.3219,+AC0-8.271,+AC0-24.1386,103.9016,+AC0-15.78,195.41,173.133333333333
1.11768,+AC0-0.0899,0.0317,+AC0-0.353,+AC0-13.096,+AC0-8.4374,+AC0-106.4803,105.7509,+AC0-12.28,43.11,173.483333333333
1.26278,+AC0-0.076600000000001,0.008,+AC0-0.3813,+AC0-13.1494,+AC0-8.6587,+AC0-79.2278,106.0437,+AC0-104.79,295.26,174.516666666667
1.20363,+AC0-0.0418,0.0186,+AC0-0.3903,+AC0-11.2922,+AC0-9.7009,21.4256,104.84,81.42,+AC0-64.66,174.85
1.05182,+AC0-0.080100000000001,0.0296,+AC0-0.3878,+AC0-11.3075,+AC0-9.0029,+AC0-57.4745,105.7023,+AC0-23.29,+AC0-12.97,175.533333333333
1.12143,+AC0-0.068800000000001,0.0196,+AC0-0.396,+AC0-11.1719,+AC0-10.1292,+AC0-49.5829,103.9514,+AC0-26.2,16.12,176.216666666667
1.2355,+AC0-0.051100000000001,0.0119,+AC0-0.4266,+AC0-11.6221,+AC0-9.8409,35.5109,105.6821,97.35,59.99,176.216666666667
1.18203,+AC0-0.071800000000001,0.0311,+AC0-0.3725,+AC0-8.5154,+AC0-13.0878,+AC0-31.1704,102.5393,+AC0-15.46,255.11,176.9
1.07614,+AC0-0.0826,0.0228,+AC0-0.3754,+AC0-9.1096,+AC0-12.5164,+AC0-37.5474,103.6887,+AC0-47.93,220.01,177.25
1.04195,+AC0-0.064200000000001,0.0272,+AC0-0.3742,+AC0-12.0916,+AC0-12.674,+AC0-14.1376,106.4475,44.03,+AC0-100.52,177.6
0.98856,+AC0-0.0533,0.0382,+AC0-0.353,+AC0-12.1874,+AC0-11.979,53.9713,103.0097,55.26,110.72,180.3
1.28936,+AC0-0.0509,0.0095,+AC0-0.4343,+AC0-11.5477,+AC0-10.4714,+AC0-4.2182,102.0463,66.95,457.38,181.35
1.22468,+AC0-0.067500000000001,0.0385,+AC0-0.4297,+AC0-13.4552,+AC0-14.6065,+AC0-11.2848,105.3165,14.02,+AC0-39.67,182.05
1.256,+AC0-0.069000000000001,0.0198,+AC0-0.4507,+AC0-14.2309,+AC0-14.8655,+AC0-27.711,106.3228,56.65,55.03,182.383333333333
1.15812,+AC0-0.0506,0.0081,+AC0-0.4581,+AC0-13.5203,+AC0-14.2172,+AC0-1.3222,103.3045,44.49,78.77,182.716666666667
1.30062,+AC0-0.0583,0.0377,+AC0-0.418,+AC0-14.3929,+AC0-14.0094,22.0426,104.247,89.88,121.59,183.416666666667
1.01546,+AC0-0.0582,0.0043,+AC0-0.4809,+AC0-16.2225,+AC0-12.6744,+AC0-6.01,106.6944,+AC0-11.35,+AC0-7.25,184.433333333333
1.31091,+AC0-0.0617,0.0172,+AC0-0.4566,+AC0-15.6013,+AC0-11.7956,3.2424,105.6794,69.78,89.17,184.783333333333
1.31091,+AC0-0.0617,0.0172,+AC0-0.4566,+AC0-15.6013,+AC0-11.7956,3.2424,105.6794,69.78,89.17,184.783333333333
1.34813,+AC0-0.0579,+AC0-0.0084,+AC0-0.4844,+AC0-17.7721,+AC0-10.113,+AC0-7.9642,109.2147,32.49,+AC0-112.15,185.816666666667
1.26128,+AC0-0.0456,+AC0-0.0132,+AC0-0.5078,+AC0-14.8485,+AC0-12.9392,23.7788,104.4984,91.59,144.39,187.433333333333
1.10417,+AC0-0.0749,0.0201,+AC0-0.4584,+AC0-17.4608,+AC0-12.8701,+AC0-35.4564,107.0508,57.73,88.02,187.466666666667
1.32863,+AC0-0.059500000000001,0.0164,+AC0-0.437,+AC0-17.3256,+AC0-11.6708,+AC0-2.6366,106.5861,91.76,117.87,187.633333333333
1.07862,+AC0-0.0586,0.0388,+AC0-0.397,+AC0-18.1254,+AC0-11.5757,29.768,107.105,91.49,96.32,187.633333333333
1.36187,+AC0-0.0441,0.0171,+AC0-0.4442,+AC0-16.4475,+AC0-11.0581,62.2462,104.4986,154.93,+AC0-114.06,187.7
1.48652,+AC0-0.071700000000001,0.0172,+AC0-0.4601,+AC0-16.1324,+AC0-9.9114,+AC0-72.28,106.5095,+AC0-45.86,+AC0-487.9,188.033333333333
1.17522,+AC0-0.074500000000001,0.0095,+AC0-0.459,+AC0-16.7182,+AC0-9.5008,1.42,106.2845,32.68,53.98,188.533333333333
1.29953,+AC0-0.068300000000001,0.0129,+AC0-0.4683,+AC0-17.3691,+AC0-9.8023,+AC0-39.989,107.5978,46.61,+AC0-93.08,188.6
1.24022,+AC0-0.0635,0.0015,+AC0-0.4712,+AC0-16.3233,+AC0-9.16,+AC0-7.9414,105.9123,15.27,52.64,188.7
1.31607,+AC0-0.047700000000001,0.0247,+AC0-0.4533,+AC0-16.9529,+AC0-13.5118,21.8721,107.3192,64.04,+AC0-72.29,189.916666666667
1.15316,+AC0-0.0796,0.0231,+AC0-0.4133,+AC0-14.9673,+AC0-16.5286,+AC0-27.8621,103.3347,63.14,+AC0-77.25,191.666666666667
