1.38392,-6.411,2.6014,0.786,73.3209,29.8594,83.6206,108.6973,1369,106,9.4006,28.6623,1.4705,1.2974,97.12,169.28
1.10517,-6.4406,2.6162,0.7947,75.8073,25.4672,32.4574,107.7905,1402,107,7.6085,13.2452,1.149,1.0613,119.64,217.82
1.10517,-6.4406,2.6162,0.7947,75.8073,25.4672,32.4574,107.7905,1402,107,7.6085,13.2452,1.149,1.0613,119.64,217.82
1.33827,-6.4635,2.5797,0.7712,24.1132,42.9499,131.866,109.7674,1429,107,22.9571,19.1009,1.5193,1.1573,156.03,22.32
1.33827,-6.4635,2.5797,0.7712,24.1132,42.9499,131.866,109.7674,1429,107,22.9571,19.1009,1.5193,1.1573,156.03,22.32
1.3069,-6.4578,2.631,0.8413,30.8148,22.1276,109.7238,108.7126,1534,104,13.2706,8.0191,1.7156,0.8982,79.92,-164.51
1.3069,-6.4578,2.631,0.8413,30.8148,22.1276,109.7238,108.7126,1534,104,13.2706,8.0191,1.7156,0.8982,79.92,-164.51
1.30692,-6.482,2.5957,0.8241,34.8367,17.7347,109.3498,109.8255,1805,107,9.8692,8.9662,1.1937,1.4201,87.04,118.06
1.30692,-6.482,2.5957,0.8241,34.8367,17.7347,109.3498,109.8255,1805,107,9.8692,8.9662,1.1937,1.4201,87.04,118.06
1.26067,-6.4761,2.6084,0.7961,35.3004,18.9549,119.3965,110.143,2007,110,8.9112,16.2628,1.2595,1.2618,200.94,63.32
1.26067,-6.4761,2.6084,0.7961,35.3004,18.9549,119.3965,110.143,2007,110,8.9112,16.2628,1.2595,1.2618,200.94,63.32
1.37689,-6.4618,2.6131,0.8429,37.1006,16.6669,185.6594,108.9148,2026,108,12.5686,17.2795,1.6428,1.111,205.88,-67.42
1.37689,-6.4618,2.6131,0.8429,37.1006,16.6669,185.6594,108.9148,2026,108,12.5686,17.2795,1.6428,1.111,205.88,-67.42
1.34355,-6.4841,2.6129,0.7423,30.4136,20.9126,62.5299,108.3515,2470,108,13.2498,15.95,1.4582,1.2289,47.79,-84.78
1.34355,-6.4841,2.6129,0.7423,30.4136,20.9126,62.5299,108.3515,2470,108,13.2498,15.95,1.4582,1.2289,47.79,-84.78
1.45277,-6.4833,2.611,0.7705,30.2828,20.7864,79.9156,107.0992,2534,106,11.3324,19.8279,1.5794,1.3262,80.41,427.34
1.45277,-6.4833,2.611,0.7705,30.2828,20.7864,79.9156,107.0992,2534,106,11.3324,19.8279,1.5794,1.3262,80.41,427.34
1.36157,-6.4876,2.6152,0.7792,29.9591,21.0411,57.5273,105.0449,2558,108,20.0232,8.5319,1.6882,1.0349,100.47,138.19
1.36157,-6.4876,2.6152,0.7792,29.9591,21.0411,57.5273,105.0449,2558,108,20.0232,8.5319,1.6882,1.0349,100.47,138.19
1.20424,-6.4749,2.5932,0.6995,30.2399,20.5238,65.7957,108.1002,2654,107,16.7525,6.0529,1.4932,0.9153,8.87,5.15
