-14.96271,1171.60025
-9.89227,1185.71580
-4.81859,1199.83076
5.33854,1228.05890
10.42197,1242.17208
15.50866,1256.28468
-30.20293,1129.27675
-25.14224,1143.39407
-20.07830,1157.51080
-15.01112,1171.62694
-9.94068,1185.74249
-4.86699,1199.85744
0.20994,1213.97181
5.29013,1228.08558
10.37357,1242.19877
15.46025,1256.31136
20.55019,1270.42337
25.64338,1284.53478
30.73981,1298.64560
-35.29577,1115.18317
-30.23833,1129.30108
-25.17765,1143.41840
-20.11371,1157.53513
-15.04652,1171.65126
-9.97609,1185.76681
-4.90240,1199.88177
0.17454,1213.99613
5.25472,1228.10991
10.33816,1242.22309
15.42485,1256.33569
20.51478,1270.44769
25.60797,1284.55910
30.70441,1298.66992
35.80409,1312.78015
-40.37236,1101.08663
-35.31818,1115.20513
-30.26074,1129.32304
-25.20005,1143.44036
-20.13612,1157.55709
-15.06893,1171.67323
-9.99849,1185.78877
-4.92481,1199.90373
0.15213,1214.01809
5.23232,1228.13187
10.31575,1242.24505
15.40244,1256.35765
20.49238,1270.46965
25.58556,1284.58106
30.68200,1298.69188
35.78169,1312.80211
40.88462,1326.91176
-40.38177,1101.10623
-35.32758,1115.22473
-30.27015,1129.34264
-25.20946,1143.45996
-20.14552,1157.57669
-15.07834,1171.69282
-4.93421,1199.92333
0.14272,1214.03769
10.30635,1242.26465
15.39303,1256.37725
20.48297,1270.48925
25.57616,1284.60066
30.67259,1298.71148
35.77228,1312.82171
40.87522,1326.93135
-40.37818,1101.12346
-35.32399,1115.24196
-30.26655,1129.35987
-25.20587,1143.47719
-20.14193,1157.59392
-15.07474,1171.71006
-10.00431,1185.82561
-4.93062,1199.94056
0.14632,1214.05493
5.22650,1228.16870
10.30994,1242.28189
15.39663,1256.39448
20.48656,1270.50648
25.57975,1284.61790
30.67619,1298.72872
35.77587,1312.83895
40.87881,1326.94859
-20.12534,1157.60879
-15.05815,1171.72493
-4.91403,1199.95544
0.16291,1214.06980
5.24310,1228.18358
10.32653,1242.29676
15.41322,1256.40935
20.50316,1270.52136
25.59634,1284.63277
30.69278,1298.74359
35.79246,1312.85382
-30.22037,1129.38725
-25.15968,1143.50457
-20.09575,1157.62130
-15.02856,1171.73744
-9.95812,1185.85299
-4.88444,1199.96795
0.19250,1214.08231
5.27269,1228.19609
10.35612,1242.30927
15.44281,1256.42186
20.53275,1270.53387
25.62593,1284.64528
-9.91553,1185.86314
-4.84184,1199.97809
0.23509,1214.09246
5.31528,1228.20623
10.39872,1242.31942
