0.003333333,0.07015,0.09740335,-27.25335
0.103333333,-0.01185,0.03383635,-45.68635
0.136666667,0.03515,0.03914735,-3.99735
0.136666667,-0.01285,-0.03665865,23.80865
0.536666667,0.01315,-0.01463465,27.78465
0.553333333,-0.04485,-0.02983665,-15.01335
0.586666667,0.01415,-0.00333965,17.48965
0.903333333,-0.04185,-0.02662565,-15.22435
0.92,-0.01485,0.04768335,-62.53335
0.92,0.03915,-0.02881665,67.96665
0.92,-0.00085,-0.01965165,18.80165
1.053333333,-0.03285,-0.04522365,12.37365
1.17,-0.00885,-0.04501265,36.16265
1.17,-0.00685,-0.02950365,22.65365
1.236666667,0.03015,0.08754235,-57.39235
1.27,-0.04085,0.00396235,-44.81235
1.486666667,0.00315,-0.03495165,38.10165
1.586666667,0.00015,0.04520035,-45.05035
1.636666667,0.04015,-0.01515765,55.30765
1.636666667,-0.02885,-0.02536265,-3.48735
1.87,0.02515,0.05100235,-25.85235
1.97,-0.02585,-0.09336665,67.51665
2.386666667,-0.03985,-0.00764765,-32.20235
2.72,0.01615,0.03010535,-13.95535
2.836666667,-0.00785,0.03503935,-42.88935
2.903333333,0.01815,-0.03564365,53.79365
3.32,-0.01285,-0.02444465,11.59465
3.62,0.02315,0.06408135,-40.93135
3.803333333,0.05715,-0.06396865,121.11865
3.936666667,-0.01785,-0.00304365,-14.80635
4.186666667,0.04815,0.10736035,-59.21035
4.32,-0.01385,-0.06339765,49.54765
4.386666667,-0.01485,-0.06453565,49.68565
4.453333333,0.02115,-0.07338065,94.53065
4.57,0.07315,0.05024735,22.90265
4.586666667,0.01015,-0.01880465,28.95465
4.62,0.00115,0.04346335,-42.31335
5.87,-0.00185,-0.01431865,12.46865
6.136666667,-0.01285,-0.06697565,54.12565
6.136666667,0.02915,0.00433735,24.81265
6.253333333,-0.02285,-0.06864165,45.79165
7.37,-0.04285,-0.10931965,66.46965
8.336666667,0.00115,0.04000735,-38.85735
12.55333333,-0.02085,0.00422635,-25.07635
13.73666667,0.01415,-0.07913565,93.28565
14.08666667,0.06015,-0.01484565,74.99565
15.45333333,0.03715,-0.02703265,64.18265
15.47,0.01715,0.02680235,-9.65235
15.82,0.03915,-0.03353265,72.68265
15.82,-0.01985,0.01918135,-39.03135
16.15333333,0.02015,0.07994035,-59.79035
16.85333333,-0.03085,-0.06392565,33.07565
17.52,-0.02785,-0.04181165,13.96165
18.17,-0.03885,-0.06510765,26.25765
18.52,-0.02185,0.00945135,-31.30135
18.85333333,0.00915,-0.00053565,9.68565
20.55333333,-0.09185,-0.17070265,78.85265
21.57,-0.00985,-0.01256165,2.71165
21.57,0.02315,-0.01450765,37.65765
22.25333333,-0.06985,-0.04620365,-23.64635
25.02,-0.03285,-0.08950665,56.65665
26.73666667,-0.04785,-0.06601265,18.16265
28.78666667,-0.05085,-0.05809965,7.24965
29.45333333,-0.02285,-0.01840565,-4.44435
31.22,-0.04685,-0.01914565,-27.70435
31.55333333,-0.05885,-0.19354065,134.69065
31.88666667,-0.05885,0.01075735,-69.60735
33.27,0.06715,-0.00358765,70.73765
35.32,-0.04685,-0.03177765,-15.07235
36.70333333,-0.00785,-0.02785965,20.00965
40.17,0.00015,-0.13763365,137.78365
43.57,-0.04985,-0.10432065,54.47065
45.92,-0.04085,-0.02390165,-16.94835
46.95333333,-0.10085,-0.14941265,48.56265
47.30333333,-0.06485,-0.10520765,40.35765
48.67,-0.02885,-0.10250965,73.65965
49.35333333,-0.01985,-0.07472765,54.87765
52.38666667,-0.03885,-0.04894165,10.09165
54.38666667,-0.01085,0.06619635,-77.04635
54.72,-0.00285,-0.13126465,128.41465
55.07,0.01415,-0.01833465,32.48465
55.42,0.00415,-0.09092465,95.07465
56.12,-0.00985,0.00558235,-15.43235
56.12,0.04315,0.00629235,36.85765
56.80333333,0.00015,-0.01829065,18.44065
57.15333333,0.02715,0.01031835,16.83165
57.85333333,0.01315,0.06350235,-50.35235
58.90333333,0.01115,-0.02856065,39.71065
59.25333333,-0.06185,-0.07784365,15.99365
60.28666667,-0.04185,-0.04569565,3.84565
60.62,0.00015,0.00042435,-0.27435
61.30333333,-0.06985,-0.07422565,4.37565
61.98666667,-0.02285,0.02088835,-43.73835
61.98666667,0.04615,0.01712135,29.02865
62.67,0.00915,-0.01907965,28.22965
63.02,-0.00285,-0.08214565,79.29565
63.37,0.02815,-0.06865965,96.80965
66.07,0.04615,-0.04736465,93.51465
66.78666667,-0.03785,-0.07647065,38.62065
67.12,0.02015,-0.07519365,95.34365
67.47,-0.01885,-0.09855465,79.70465
67.82,-0.04385,-0.04086665,-2.98335
68.15333333,0.00815,-0.03511865,43.26865
68.48666667,-0.00985,-0.01897665,9.12665
69.18666667,-0.01985,-0.01740665,-2.44335
69.50333333,-0.00185,-0.01212065,10.27065
70.20333333,0.06515,0.04877235,16.37765
70.55333333,-0.01485,-0.06499965,50.14965
71.58666667,-0.00885,-0.06380265,54.95265
73.20333333,0.08415,0.05327935,30.87065
73.23666667,-0.06685,-0.12970865,62.85865
73.40333333,-0.00185,-0.04468965,42.83965
73.40333333,-0.00785,-0.01853665,10.68665
73.47,0.01915,-0.05720265,76.35265
73.80333333,0.00715,-0.01200765,19.15765
74.30333333,0.05515,0.07026635,-15.11635
74.37,-0.06285,-0.08288965,20.03965
74.47,-0.00185,-0.00127265,-0.57735
74.60333333,0.01115,-0.04548565,56.63565
74.93666667,0.03315,-0.00951565,42.66565
75.68666667,0.04915,0.00378735,45.36265
77.43666667,-0.01385,-0.11696865,103.11865
78.77,0.03415,0.05286835,-18.71835
79.43666667,0.06215,-0.03056365,92.71365
80.80333333,-0.02685,-0.01354965,-13.30035
85.90333333,0.05315,0.07202135,-18.87135
86.93666667,0.05215,-0.02903465,81.18465
96.20333333,0.01515,-0.02258565,37.73565
100.2866667,0.06015,0.09130935,-31.15935
100.97,0.11015,0.14040735,-30.25735
