-46.66879169,-8.5325,-129.6599039,0,0,0,0,0,0,0
-41.28980561,-18.6825,-114.7154669,1,0,0,0,0,0,0
-36.12857991,-24.8555,-100.3760336,2,0,0,0,0,0,0
-30.96735421,-29.2605,-86.0366002,3,0,0,0,0,0,0
-25.80612851,-32.1545,-71.69716683,4,0,0,0,0,0,0
-20.64490281,-34.7915,-57.35773346,5,0,0,0,0,0,0
-15.4836771,-36.2375,-43.0183001,6,0,0,0,0,0,0
-10.3224514,-37.6845,-28.67886673,7,0,0,0,0,0,0
-5.161225701,-38.3275,-14.33943337,8,0,0,0,0,0,0
5.161225701,-38.3275,14.33943337,9,0,0,0,0,0,0
10.3224514,-37.6845,28.67886673,10,0,0,0,0,0,0
15.4836771,-36.3985,43.0183001,11,0,0,0,0,0,0
20.64490281,-34.8905,57.35773346,12,0,0,0,0,0,0
25.80612851,-32.4025,71.69716683,13,0,0,0,0,0,0
30.96735421,-29.1005,86.0366002,14,0,0,0,0,0,0
36.12857991,-24.8555,100.3760336,15,0,0,0,0,0,0
41.26745385,-19.2005,114.653367,16,0,0,0,0,0,0
46.81848078,-6.9245,130.0757852,17,0,0,0,0,0,0
-46.50555607,8.9325,-129.2063864,0,1,0,0,0,0,0
-41.28980561,19.5135,-114.7154669,1,1,0,0,0,0,0
-36.12857991,25.0435,-100.3760336,2,1,0,0,0,0,0
-30.96735421,29.7705,-86.0366002,3,1,0,0,0,0,0
-25.80612851,32.6635,-71.69716683,4,1,0,0,0,0,0
-20.64490281,35.3005,-57.35773346,5,1,0,0,0,0,0
-15.4836771,37.0685,-43.0183001,6,1,0,0,0,0,0
-10.3224514,38.0335,-28.67886673,7,1,0,0,0,0,0
-5.161225701,38.5155,-14.33943337,8,1,0,0,0,0,0
5.161225701,38.5155,14.33943337,9,1,0,0,0,0,0
10.3224514,38.1935,28.67886673,10,1,0,0,0,0,0
15.4836771,36.5865,43.0183001,11,1,0,0,0,0,0
20.62796965,34.9855,57.31068808,12,1,0,0,0,0,0
25.80612851,32.5025,71.69716683,13,1,0,0,0,0,0
30.96735421,29.7705,86.0366002,14,1,0,0,0,0,0
36.12857991,25.3075,100.3760336,15,1,0,0,0,0,0
41.26745385,19.6005,114.653367,16,1,0,0,0,0,0
46.81848078,7.8075,130.0757852,17,1,0,0,0,0,0
