-39.03080821,-6.979,1083.915188,0,3,0
-39.03080821,0,1083.915188,0,4,0
-39.03080821,6.979,1083.915188,0,5,0
-33.87626284,-13.958,1097.953802,1,2,0
-33.87626284,-6.979,1097.953802,1,3,0
-33.87626284,0,1097.953802,1,4,0
-33.87626284,6.979,1097.953802,1,5,0
-33.87626284,13.958,1097.953802,1,6,0
-28.72171747,-20.937,1111.992416,2,1,0
-28.72171747,-13.958,1111.992416,2,2,0
-28.72171747,-6.979,1111.992416,2,3,0
-28.72171747,0,1111.992416,2,4,0
-28.72171747,6.979,1111.992416,2,5,0
-28.72171747,13.958,1111.992416,2,6,0
-28.72171747,20.937,1111.992416,2,7,0
-23.5671721,-20.937,1126.031031,3,1,0
-23.5671721,-13.958,1126.031031,3,2,0
-23.5671721,-6.979,1126.031031,3,3,0
-23.5671721,0,1126.031031,3,4,0
-23.5671721,6.979,1126.031031,3,5,0
-23.5671721,13.958,1126.031031,3,6,0
-23.5671721,20.937,1126.031031,3,7,0
-18.41262673,-20.937,1140.069645,4,1,0
-18.41262673,-13.958,1140.069645,4,2,0
-18.41262673,-6.979,1140.069645,4,3,0
-18.41262673,0,1140.069645,4,4,0
-18.41262673,6.979,1140.069645,4,5,0
-18.41262673,13.958,1140.069645,4,6,0
-18.41262673,20.937,1140.069645,4,7,0
-13.25808135,-27.916,1154.108259,5,0,0
-13.25808135,-20.937,1154.108259,5,1,0
-13.25808135,-13.958,1154.108259,5,2,0
-13.25808135,-6.979,1154.108259,5,3,0
-13.25808135,0,1154.108259,5,4,0
-13.25808135,6.979,1154.108259,5,5,0
-13.25808135,13.958,1154.108259,5,6,0
-13.25808135,20.937,1154.108259,5,7,0
-13.25808135,27.916,1154.108259,5,8,0
-8.103535981,-27.916,1168.146873,6,0,0
-8.103535981,-20.937,1168.146873,6,1,0
-8.103535981,-13.958,1168.146873,6,2,0
-8.103535981,-6.979,1168.146873,6,3,0
-8.103535981,0,1168.146873,6,4,0
-8.103535981,6.979,1168.146873,6,5,0
-8.103535981,13.958,1168.146873,6,6,0
-8.103535981,20.937,1168.146873,6,7,0
-8.103535981,27.916,1168.146873,6,8,0
-2.978990608,-27.916,1182.185487,7,0,0
-2.978990608,-20.937,1182.185487,7,1,0
-2.978990608,-13.958,1182.185487,7,2,0
-2.978990608,-6.979,1182.185487,7,3,0
-2.978990608,0,1182.185487,7,4,0
-2.978990608,6.979,1182.185487,7,5,0
-2.978990608,13.958,1182.185487,7,6,0
-2.978990608,20.937,1182.185487,7,7,0
-2.978990608,27.916,1182.185487,7,8,0
2.175554764,-27.916,1196.224101,8,0,0
2.175554764,-20.937,1196.224101,8,1,0
2.175554764,-13.958,1196.224101,8,2,0
2.175554764,-6.979,1196.224101,8,3,0
2.175554764,0,1196.224101,8,4,0
2.175554764,6.979,1196.224101,8,5,0
2.175554764,13.958,1196.224101,8,6,0
2.175554764,20.937,1196.224101,8,7,0
2.175554764,27.916,1196.224101,8,8,0
7.360100136,-27.916,1210.262715,9,0,0
7.360100136,-20.937,1210.262715,9,1,0
7.360100136,-13.958,1210.262715,9,2,0
7.360100136,-6.979,1210.262715,9,3,0
7.360100136,0,1210.262715,9,4,0
7.360100136,6.979,1210.262715,9,5,0
7.360100136,13.958,1210.262715,9,6,0
7.360100136,20.937,1210.262715,9,7,0
7.360100136,27.916,1210.262715,9,8,0
12.51464551,-27.916,1224.30133,10,0,0
12.51464551,-20.937,1224.30133,10,1,0
12.51464551,-13.958,1224.30133,10,2,0
12.51464551,-6.979,1224.30133,10,3,0
12.51464551,0,1224.30133,10,4,0
12.51464551,6.979,1224.30133,10,5,0
12.51464551,13.958,1224.30133,10,6,0
12.51464551,20.937,1224.30133,10,7,0
12.51464551,27.916,1224.30133,10,8,0
17.66919088,-27.916,1238.339944,11,0,0
17.66919088,-20.937,1238.339944,11,1,0
17.66919088,-13.958,1238.339944,11,2,0
17.66919088,-6.979,1238.339944,11,3,0
17.66919088,0,1238.339944,11,4,0
17.66919088,6.979,1238.339944,11,5,0
17.66919088,13.958,1238.339944,11,6,0
17.66919088,20.937,1238.339944,11,7,0
17.66919088,27.916,1238.339944,11,8,0
22.82373625,-20.937,1252.378558,12,1,0
22.82373625,-13.958,1252.378558,12,2,0
22.82373625,-6.979,1252.378558,12,3,0
22.82373625,0,1252.378558,12,4,0
22.82373625,6.979,1252.378558,12,5,0
22.82373625,13.958,1252.378558,12,6,0
22.82373625,20.937,1252.378558,12,7,0
27.97828163,-20.937,1266.417172,13,1,0
27.97828163,-13.958,1266.417172,13,2,0
27.97828163,-6.979,1266.417172,13,3,0
27.97828163,0,1266.417172,13,4,0
27.97828163,6.979,1266.417172,13,5,0
27.97828163,13.958,1266.417172,13,6,0
27.97828163,20.937,1266.417172,13,7,0
33.132827,-20.937,1280.455786,14,1,0
33.132827,-13.958,1280.455786,14,2,0
33.132827,-6.979,1280.455786,14,3,0
33.132827,0,1280.455786,14,4,0
33.132827,6.979,1280.455786,14,5,0
33.132827,13.958,1280.455786,14,6,0
33.132827,20.937,1280.455786,14,7,0
38.28737237,-13.958,1294.4944,15,2,0
38.28737237,-6.979,1294.4944,15,3,0
38.28737237,0,1294.4944,15,4,0
38.28737237,6.979,1294.4944,15,5,0
38.28737237,13.958,1294.4944,15,6,0
43.44191774,-6.979,1308.533014,16,3,0
43.44191774,0,1308.533014,16,4,0
43.44191774,6.979,1308.533014,16,5,0
